NAICS  Code,Kind of Business,Jan. 2019,Feb. 2019,Mar. 2019,Apr. 2019,May 2019,Jun. 2019,Jul. 2019,Aug. 2019,Sep. 2019,Oct. 2019,Nov. 2019,Dec. 2019
,"Retail and food services sales, total","458,089","443,708","515,694","509,413","547,130","518,273","532,103","545,247","496,074","525,539","535,352","591,380"
,Retail sales and food services excl motor vehicle and parts,"370,975","354,699","405,849","406,257","435,358","413,530","422,834","430,588","396,537","421,738","434,251","487,917"
,Retail sales and food services excl gasoline stations,"422,675","409,159","474,734","466,269","500,912","474,450","486,653","500,204","454,138","481,937","494,622","551,177"
,Retail sales and food services excl motor vehicle and parts and gasoline stations,"335,561","320,150","364,889","363,113","389,140","369,707","377,384","385,545","354,601","378,136","393,521","447,714"
,"Retail sales, total","401,341","386,840","449,507","445,959","479,466","452,242","466,160","477,537","433,299","460,534","473,026","526,295"
,"Retail sales, total (excl. motor vehicle and parts dealers)","314,227","297,831","339,662","342,803","367,694","347,499","356,891","362,878","333,762","356,733","371,925","422,832"
,GAFO(1),"91,738","91,033","106,558","102,862","110,244","105,686","106,940","113,908","100,089","106,593","121,326","147,511"
441,Motor vehicle and parts dealers,"87,114","89,009","109,845","103,156","111,772","104,743","109,269","114,659","99,537","103,801","101,101","103,463"
"4411, 4412",Automobile and other motor vehicle dealers,"80,026","82,022","101,593","95,035","103,357","96,728","100,916","106,073","91,783","95,254","93,242","96,073"
4411,Automobile dealers,"75,271","76,634","93,879","86,774","94,030","87,931","92,447","98,149","85,390","89,148","87,851","91,114"
44111,New car dealers,"66,443","66,959","82,023","76,429","83,481","77,853","82,192","87,792","75,986","79,452","78,496","82,445"
44112,Used car dealers,"8,828","9,675","11,856","10,345","10,549","10,078","10,255","10,357","9,404","9,696","9,355","8,669"
4413,"Automotive parts, acc., and tire stores","7,088","6,987","8,252","8,121","8,415","8,015","8,353","8,586","7,754","8,547","7,859","7,390"
"442, 443","Furniture, home furn, electronics, and appliance stores","16,314","15,425","17,521","16,260","17,643","17,020","17,613","18,383","17,477","17,599","20,767","22,810"
442,Furniture and home furnishings stores,"8,648","8,445","9,846","9,360","10,069","9,539","9,944","10,345","9,839","9,995","10,782","11,003"
4421,Furniture stores,"4,454","4,428","5,325","4,863","5,342","5,098","5,259","5,452","5,363","5,186","5,523","5,163"
4422,Home furnishings stores,"4,194","4,017","4,521","4,497","4,727","4,441","4,685","4,893","4,476","4,809","5,259","5,840"
